id,x,y,width
01820,982,360,39
01822,1021,360,43
01823,1064,360,40
01824,1104,360,39
01827,1143,360,39
01828,1182,360,44
01832,1226,360,39
01833,1265,360,41
01834,1306,360,36
01835,1342,360,40
01836,1382,360,40
01837,1422,360,39
01838,1461,360,39
01839,1500,360,42
01840,1542,360,42
01841,1584,360,40
01842,1624,360,39
01843,1663,360,43
01844,1706,360,41
01845,1747,360,40
01846,1787,360,38
01847,1825,360,37
01848,1862,360,40
01849,1902,360,39
01850,1941,360,39
01851,1980,360,40
01853,0,400,40
01854,40,400,40
01855,80,400,40
01856,120,400,41
01857,161,400,39
01858,200,400,40
01860,240,400,40
01861,280,400,40
01862,320,400,40
01863,360,400,41
01864,401,400,40
01865,441,400,39
01866,480,400,39
01867,519,400,40
01868,559,400,39
01869,598,400,41
01870,639,400,40
01871,679,400,39
01872,718,400,40
01873,758,400,40
01875,798,400,39
01876,837,400,40
01877,877,400,40
01880,917,400,40
01882,957,400,40
01883,997,400,40
01884,1037,400,40
01885,1077,400,40
01886,1117,400,40
01887,1157,400,40
01888,1197,400,39
01889,1236,400,40
01890,1276,400,41
01891,1317,400,39
01892,1356,400,40
01893,1396,400,40
01894,1436,400,40
01895,1476,400,41
01896,1517,400,40
01906,1557,400,39
01907,1596,400,41
01908,1637,400,43
01909,1680,400,39
01910,1719,400,40
01911,1759,400,43
01912,1802,400,42
01913,1844,400,41
01914,1885,400,40
01915,1925,400,39
01916,1964,400,39
01917,0,440,40
01918,40,440,39
01919,79,440,40
01920,119,440,39
01922,158,440,39
01923,197,440,40
01924,237,440,39
01925,276,440,40
01926,316,440,43
01927,359,440,39
01929,398,440,40
01930,438,440,40
01931,478,440,42
01932,520,440,40
01933,560,440,39
01934,599,440,40
01935,639,440,39
01936,678,440,40
01937,718,440,40
01938,758,440,40
01939,798,440,40
01940,838,440,40
01941,878,440,39
01942,917,440,40
01943,957,440,40
01944,997,440,40
01946,1037,440,39
01948,1076,440,39
01950,1115,440,42
01951,1157,440,40
01952,1197,440,40
01953,1237,440,40
01955,1277,440,40
01957,1317,440,40
01959,1357,440,43
01960,1400,440,40
01964,1440,440,41
01965,1481,440,39
01966,1520,440,40
01967,1560,440,39
01968,1599,440,40
01969,1639,440,40
01970,1679,440,39
01971,1718,440,42
01972,1760,440,41
01973,1801,440,39
01975,1840,440,41
01977,1881,440,43
01979,1924,440,39
01980,1963,440,39
01981,0,480,35
01983,35,480,41
01984,76,480,39
01986,115,480,38
01987,153,480,40
01989,193,480,38
01990,231,480,40
01991,271,480,41
01992,312,480,40
01993,352,480,39
01994,391,480,35
01995,426,480,41
01996,467,480,38
01997,505,480,39
01998,544,480,38
01999,582,480,39
02000,621,480,40
02001,661,480,41
02002,702,480,40
02003,742,480,42
02004,784,480,40
02005,824,480,40
02007,864,480,40
02008,904,480,40
02009,944,480,41
02010,985,480,39
02011,1024,480,40
02012,1064,480,39
02013,1103,480,38
02014,1141,480,40
02015,1181,480,42
02016,1223,480,39
02017,1262,480,42
02018,1304,480,36
02019,1340,480,43
02020,1383,480,40
02021,1423,480,38
02022,1461,480,39
02023,1500,480,41
02025,1541,480,47
02027,1588,480,43
02028,1631,480,40
02030,1671,480,43
02031,1714,480,39
02033,1753,480,41
02034,1794,480,43
02035,1837,480,39
02036,1876,480,40
02038,1916,480,39
02039,1955,480,39
02040,0,520,39
02042,39,520,40
02044,79,520,40
02045,119,520,40
02046,159,520,40
02053,199,520,40
02058,239,520,39
02059,278,520,40
02061,318,520,40
02062,358,520,40
02063,398,520,39
02074,437,520,40
02076,477,520,40
02079,517,520,40
02083,557,520,36
02084,593,520,41
02085,634,520,40
02086,674,520,42
02087,716,520,40
02088,756,520,39
02089,795,520,40
02090,835,520,47
02091,882,520,37
02092,919,520,40
02093,959,520,38
02094,997,520,40
02098,1037,520,40
02105,1077,520,39
02106,1116,520,39
02109,1155,520,39
02111,1194,520,39
02112,1233,520,40
02117,1273,520,40
02119,1313,520,40
02120,1353,520,40
02121,1393,520,39
02124,1432,520,40
02125,1472,520,43
02127,1515,520,44
02129,1559,520,36
02131,1595,520,40
02132,1635,520,37
02133,1672,520,39
02134,1711,520,41
02135,1752,520,42
02136,1794,520,43
02137,1837,520,44
02138,1881,520,40
02139,1921,520,38
02140,1959,520,43
02141,0,560,40
02142,40,560,38
02143,78,560,39
02144,117,560,40
02145,157,560,40
02146,197,560,40
02147,237,560,40
02148,277,560,39
02149,316,560,39
02150,355,560,41
02151,396,560,39
02152,435,560,37
02153,472,560,42
02154,514,560,39
02156,553,560,40
02157,593,560,40
02158,633,560,37
02160,670,560,40
02161,710,560,40
02162,750,560,40
02163,790,560,37
02164,827,560,42
02165,869,560,39
02166,908,560,40
02167,948,560,37
02168,985,560,38
02169,1023,560,41
02170,1064,560,41
02171,1105,560,41
02172,1146,560,40
02173,1186,560,39
02174,1225,560,37
02175,1262,560,39
02176,1301,560,40
02177,1341,560,37
02178,1378,560,42
02179,1420,560,39
02180,1459,560,38
02181,1497,560,40
02182,1537,560,41
02183,1578,560,38
02184,1616,560,43
02185,1659,560,38
02186,1697,560,41
02187,1738,560,41
02188,1779,560,40
02189,1819,560,40
02190,1859,560,41
02191,1900,560,40
02192,1940,560,42
02193,0,600,41
02194,41,600,40
02195,81,600,39
02196,120,600,46
02197,166,600,40
02198,206,600,42
02199,248,600,42
02200,290,600,42
02201,332,600,40
02202,372,600,44
02203,416,600,42
02204,458,600,39
02205,497,600,40
02206,537,600,39
02207,576,600,39
02208,615,600,40
02209,655,600,39
02210,694,600,40
02211,734,600,40
02212,774,600,40
02213,814,600,42
02214,856,600,40
02215,896,600,40
02216,936,600,43
02217,979,600,41
02218,1020,600,39
02219,1059,600,39
02220,1098,600,39
02221,1137,600,39
02223,1176,600,40
02224,1216,600,40
02225,1256,600,40
02226,1296,600,39
02227,1335,600,40
02229,1375,600,40
02230,1415,600,39
02231,1454,600,40
02232,1494,600,40
02233,1534,600,39
02234,1573,600,40
02235,1613,600,40
02236,1653,600,39
02237,1692,600,40
02238,1732,600,39
02239,1771,600,40
02240,1811,600,40
02241,1851,600,38
02242,1889,600,38
02243,1927,600,40
02244,1967,600,40
02245,0,640,40
02246,40,640,38
02247,78,640,40
02248,118,640,40
02249,158,640,40
02250,198,640,39
02251,237,640,39
02252,276,640,39
02253,315,640,40
02254,355,640,39
02255,394,640,40
02256,434,640,40
02257,474,640,39
02258,513,640,40
02259,553,640,40
02260,593,640,39
02261,632,640,40
02262,672,640,42
02263,714,640,39
02264,753,640,43
02265,796,640,40
02266,836,640,41
02267,877,640,42
02268,919,640,40
02269,959,640,44
02270,1003,640,41
02271,1044,640,38
02272,1082,640,40
02273,1122,640,41
02274,1163,640,41
02275,1204,640,42
02276,1246,640,37
02277,1283,640,39
02278,1322,640,42
02279,1364,640,39
02280,1403,640,40
02281,1443,640,40
02282,1483,640,39
02283,1522,640,39
02284,1561,640,42
02286,1603,640,37
02287,1640,640,40
02288,1680,640,39
02289,1719,640,43
02290,1762,640,40
02291,1802,640,37
02292,1839,640,44
02293,1883,640,40
02294,1923,640,42
02295,1965,640,40
02296,0,680,42
02297,42,680,39
02298,81,680,40
02299,121,680,42
02300,163,680,43
02301,206,680,43
02302,249,680,40
02303,289,680,39
02304,328,680,39
02305,367,680,40
02306,407,680,41
02307,448,680,41
02308,489,680,40
02309,529,680,42
02310,571,680,39
02311,610,680,40
02312,650,680,40
02313,690,680,40
02314,730,680,40
02315,770,680,42
02316,812,680,38
02317,850,680,39
02318,889,680,40
02320,929,680,40
02321,969,680,40
02322,1009,680,40
02323,1049,680,41
02324,1090,680,42
02325,1132,680,41
02326,1173,680,41
02327,1214,680,41
02328,1255,680,40
02329,1295,680,43
02330,1338,680,41
02331,1379,680,44
02332,1423,680,40
02333,1463,680,39
02334,1502,680,43
02335,1545,680,39
02336,1584,680,41
02337,1625,680,39
02338,1664,680,41
02339,1705,680,42
02340,1747,680,39
02341,1786,680,39
02342,1825,680,40
02343,1865,680,40
02344,1905,680,41
02345,1946,680,37
02346,1983,680,41
02347,0,720,44
02348,44,720,40
02349,84,720,40
02350,124,720,40
02352,164,720,40
02353,204,720,40
02354,244,720,40
02355,284,720,44
02357,328,720,40
02358,368,720,40
02359,408,720,42
02360,450,720,42
02361,492,720,40
02362,532,720,40
02363,572,720,40
02364,612,720,42
02365,654,720,40
02366,694,720,39
02367,733,720,39
02368,772,720,43
02369,815,720,39
02370,854,720,40
02371,894,720,42
02372,936,720,40
02373,976,720,40
02374,1016,720,39
02375,1055,720,39
02376,1094,720,38
02377,1132,720,40
02378,1172,720,40
02379,1212,720,38
02380,1250,720,40
02381,1290,720,40
02382,1330,720,40
02383,1370,720,40
02384,1410,720,41
02385,1451,720,40
02386,1491,720,40
02387,1531,720,39
02388,1570,720,40
02389,1610,720,40
02390,1650,720,40
02391,1690,720,40
02392,1730,720,40
02393,1770,720,40
02394,1810,720,40
02395,1850,720,40
02396,1890,720,39
02397,1929,720,39
02398,1968,720,40
02399,0,760,39
02400,39,760,40
02401,79,760,40
02402,119,760,40
02403,159,760,42
02404,201,760,40
02405,241,760,44
02406,285,760,39
02407,324,760,40
02408,364,760,39
02409,403,760,39
02410,442,760,39
02411,481,760,39
02412,520,760,39
02413,559,760,40
02414,599,760,45
02415,644,760,40
02416,684,760,39
02417,723,760,38
02418,761,760,38
02419,799,760,38
02420,837,760,39
02421,876,760,38
02422,914,760,40
02423,954,760,41
02424,995,760,39
02425,1034,760,40
02426,1074,760,40
02427,1114,760,38
02428,1152,760,38
02429,1190,760,40
02430,1230,760,39
02431,1269,760,39
02432,1308,760,39
02433,1347,760,39
02434,1386,760,39
02435,1425,760,45
02436,1470,760,40
02437,1510,760,39
02438,1549,760,40
02439,1589,760,39
02440,1628,760,39
02441,1667,760,38
02442,1705,760,39
02443,1744,760,45
02444,1789,760,43
02445,1832,760,39
02446,1871,760,41
02447,1912,760,42
02448,1954,760,42
02449,0,0,40
02450,40,0,40
02451,80,0,39
02452,119,0,41
02453,160,0,43
02454,203,0,41
02455,244,0,39
02456,283,0,43
02457,326,0,40
02458,366,0,42
02459,408,0,39
02460,447,0,40
02461,487,0,42
02462,529,0,41
02463,570,0,37
02464,607,0,37
02465,644,0,36
02466,680,0,41
02467,721,0,39
02468,760,0,42
02469,802,0,43
02470,845,0,40
02471,885,0,43
02472,928,0,41
02473,969,0,40
02474,1009,0,40
02475,1049,0,38
02476,1087,0,38
02477,1125,0,44
02478,1169,0,40
02479,1209,0,44
02480,1253,0,39
02481,1292,0,39
02482,1331,0,40
02483,1371,0,39
02484,1410,0,40
02485,1450,0,38
02486,1488,0,37
02487,1525,0,41
02488,1566,0,40
02489,1606,0,39
02492,1645,0,38
02493,1683,0,38
02494,1721,0,40
02495,1761,0,40
02496,1801,0,39
02497,1840,0,40
02498,1880,0,41
02499,1921,0,39
02500,1960,0,38
02501,0,40,40
02502,40,40,41
02503,81,40,40
02504,121,40,41
02505,162,40,37
02506,199,40,38
02507,237,40,41
02508,278,40,41
02509,319,40,40
02510,359,40,38
02511,397,40,42
02512,439,40,39
02513,478,40,38
02514,516,40,40
02515,556,40,38
02516,594,40,38
02517,632,40,39
02518,671,40,38
02519,709,40,38
02520,747,40,39
02521,786,40,39
02522,825,40,39
02523,864,40,38
02524,902,40,66
02525,968,40,40
02526,1008,40,61
02527,1069,40,40
02528,1109,40,41
02530,1150,40,40
02531,1190,40,39
02533,1229,40,43
02534,1272,40,39
02535,1311,40,40
02536,1351,40,40
02538,1391,40,40
02539,1431,40,39
02540,1470,40,39
02541,1509,40,38
02542,1547,40,40
02543,1587,40,39
02544,1626,40,40
02545,1666,40,40
02546,1706,40,42
02547,1748,40,40
02548,1788,40,40
02549,1828,40,42
02550,1870,40,41
02551,1911,40,44
02552,1955,40,43
02553,1998,40,40
02554,0,80,41
02555,41,80,42
02556,83,80,44
02557,127,80,42
02558,169,80,45
02559,214,80,42
02560,256,80,40
02561,296,80,40
02562,336,80,37
02563,373,80,42
02564,415,80,40
02565,455,80,38
02566,493,80,41
02567,534,80,41
02568,575,80,40
02569,615,80,43
02570,658,80,40
02571,698,80,37
02572,735,80,39
02573,774,80,40
02574,814,80,37
02575,851,80,41
02576,892,80,41
02577,933,80,41
02578,974,80,39
02579,1013,80,44
02580,1057,80,40
02581,1097,80,40
02582,1137,80,39
02583,1176,80,41
02584,1217,80,42
02585,1259,80,43
02586,1302,80,41
02587,1343,80,41
02588,1384,80,42
02589,1426,80,37
02590,1463,80,39
02591,1502,80,35
02592,1537,80,40
02593,1577,80,39
02594,1616,80,40
02595,1656,80,43
02596,1699,80,36
02597,1735,80,38
02598,1773,80,40
02599,1813,80,38
02600,1851,80,41
02601,1892,80,39
02602,1931,80,41
02603,1972,80,40
02604,0,120,40
02605,40,120,40
02606,80,120,23
02607,103,120,40
02608,143,120,40
02609,183,120,44
02610,227,120,41
02611,268,120,40
02612,308,120,40
02613,348,120,41
02614,389,120,41
02615,430,120,39
02616,469,120,41
02617,510,120,41
02618,551,120,39
02619,590,120,44
02620,634,120,27
02621,661,120,39
02622,700,120,43
02623,743,120,43
02624,786,120,40
02625,826,120,40
02626,866,120,39
02627,905,120,39
02628,944,120,40
02629,984,120,40
02630,1024,120,40
02631,1064,120,37
02632,1101,120,41
02633,1142,120,42
02634,1184,120,38
02635,1222,120,41
02636,1263,120,36
02637,1299,120,41
02638,1340,120,40
02639,1380,120,41
02640,1421,120,42
02641,1463,120,38
02642,1501,120,42
02643,1543,120,40
02645,1583,120,40
02646,1623,120,39
02648,1662,120,42
02649,1704,120,39
02650,1743,120,42
02651,1785,120,40
02652,1825,120,40
02653,1865,120,41
02654,1906,120,40
02655,1946,120,34
02656,0,160,41
02657,41,160,32
02658,73,160,36
02659,109,160,39
02660,148,160,41
02661,189,160,41
02662,230,160,42
02663,272,160,34
02664,306,160,42
02665,348,160,41
02666,389,160,43
02667,432,160,39
02668,471,160,41
02669,512,160,41
02670,553,160,40
02671,593,160,38
02672,631,160,39
02673,670,160,40
02674,710,160,42
02675,752,160,39
02676,791,160,39
02677,830,160,40
02678,870,160,41
02679,911,160,39
02680,950,160,40
02681,990,160,41
02682,1031,160,42
02683,1073,160,40
02684,1113,160,39
02685,1152,160,40
02686,1192,160,41
02687,1233,160,40
02688,1273,160,41
02689,1314,160,42
02690,1356,160,40
02691,1396,160,40
02692,1436,160,37
02693,1473,160,35
02694,1508,160,40
02695,1548,160,40
02696,1588,160,45
02697,1633,160,32
02698,1665,160,39
02699,1704,160,35
02700,1739,160,37
02701,1776,160,39
02702,1815,160,41
02703,1856,160,40
02704,1896,160,40
02705,1936,160,36
02706,0,200,42
02707,42,200,38
02708,80,200,40
02709,120,200,41
02710,161,200,38
02711,199,200,37
02712,236,200,40
02713,276,200,41
02714,317,200,40
02715,357,200,42
02716,399,200,39
02717,438,200,40
02718,478,200,39
02719,517,200,39
02720,556,200,37
02721,593,200,41
02722,634,200,41
02723,675,200,35
02724,710,200,42
02725,752,200,40
02726,792,200,40
02727,832,200,41
02728,873,200,42
02729,915,200,40
02730,955,200,40
02731,995,200,40
02732,1035,200,43
02733,1078,200,39
02734,1117,200,40
02735,1157,200,38
02736,1195,200,40
02737,1235,200,42
02739,1277,200,40
02740,1317,200,38
02741,1355,200,40
02742,1395,200,39
02743,1434,200,39
02744,1473,200,39
02745,1512,200,39
02746,1551,200,40
02747,1591,200,39
02748,1630,200,40
02749,1670,200,41
02750,1711,200,40
02751,1751,200,40
02752,1791,200,40
02753,1831,200,41
02754,1872,200,38
02755,1910,200,41
02756,1951,200,41
02757,0,240,40
02758,40,240,40
02759,80,240,40
02760,120,240,40
02761,160,240,40
02762,200,240,41
02763,241,240,40
02764,281,240,41
02765,322,240,44
02766,366,240,43
02767,409,240,39
02768,448,240,41
02769,489,240,41
02770,530,240,41
02771,571,240,38
02772,609,240,41
02773,650,240,44
02774,694,240,39
02776,733,240,42
02777,775,240,43
02778,818,240,41
02779,859,240,41
02780,900,240,42
02781,942,240,42
02782,984,240,41
02783,1025,240,46
02784,1071,240,41
02785,1112,240,39
02786,1151,240,41
02787,1192,240,38
02788,1230,240,40
02789,1270,240,42
02790,1312,240,39
02791,1351,240,43
02792,1394,240,40
02793,1434,240,46
02794,1480,240,40
02795,1520,240,39
02796,1559,240,39
02797,1598,240,40
02798,1638,240,41
02799,1679,240,41
02800,1720,240,40
02801,1760,240,39
02804,1799,240,39
02805,1838,240,40
02806,1878,240,39
02807,1917,240,42
02808,1959,240,41
02809,2000,240,39
02810,0,280,40
02811,40,280,39
02812,79,280,39
02813,118,280,41
02814,159,280,40
02815,199,280,39
02817,238,280,39
02818,277,280,40
02820,317,280,39
02821,356,280,42
02822,398,280,40
02823,438,280,39
02824,477,280,39
02825,516,280,41
02826,557,280,39
02827,596,280,38
02829,634,280,39
02830,673,280,40
02831,713,280,39
02834,752,280,40
02835,792,280,39
02836,831,280,40
02839,871,280,38
02840,909,280,41
02841,950,280,40
02842,990,280,41
02843,1031,280,40
02844,1071,280,39
02845,1110,280,41
02846,1151,280,38
02847,1189,280,43
02848,1232,280,43
02849,1275,280,38
02851,1313,280,44
02852,1357,280,39
02853,1396,280,40
02854,1436,280,38
02855,1474,280,38
02856,1512,280,42
02857,1554,280,39
02858,1593,280,43
02859,1636,280,35
02860,1671,280,35
02861,1706,280,39
02862,1745,280,38
02864,1783,280,39
02865,1822,280,39
02868,1861,280,38
02870,1899,280,49
02871,1948,280,40
02873,0,320,40
02875,40,320,40
02878,80,320,39
02879,119,320,48
02880,167,320,45
02881,212,320,51
02882,263,320,39
02883,302,320,45
02884,347,320,42
02885,389,320,41
02886,430,320,62
02887,492,320,47
02888,539,320,35
02889,574,320,33
02890,607,320,42
02891,649,320,39
02892,688,320,40
02894,728,320,40
02899,768,320,47
02901,815,320,40
02902,855,320,42
02903,897,320,48
02905,945,320,42
02908,987,320,38
02910,1025,320,41
02911,1066,320,36
02912,1102,320,26
02913,1128,320,34
02914,1162,320,39
02915,1201,320,39
02916,1240,320,40
02917,1280,320,41
02918,1321,320,40
02920,1361,320,41
02923,1402,320,40
02924,1442,320,40
02925,1482,320,40
02926,1522,320,40
02927,1562,320,39
02928,1601,320,40
02929,1641,320,40
02930,1681,320,39
02932,1720,320,38
02934,1758,320,39
02936,1797,320,38
02937,1835,320,33
02938,1868,320,41
02939,1909,320,37
02940,1946,320,41
02941,1987,320,40
02942,0,360,37
02943,37,360,42
02944,79,360,45
02948,124,360,39
02951,163,360,43
02952,206,360,39
02953,245,360,39
02954,284,360,41
02957,325,360,40
02960,365,360,39
02962,404,360,39
02963,443,360,40
02966,483,360,39
02967,522,360,39
02968,561,360,40
02970,601,360,40
02974,641,360,39
02975,680,360,41
02976,721,360,37
02977,758,360,39
02978,797,360,39
02979,836,360,41
02980,877,360,37
02981,914,360,38
02982,952,360,39
02983,991,360,38
02984,1029,360,36
