id,title,date_earliest,date_latest,duration,production_period_name,production_country,production_region,production_minting_place,nominal,currency
18200240,Röm. Republik: C. Numonius Vaala,-41,-41,0,Hellenismus,Italien,Italia,Rom,Aureus,Aureus
18200241,Röm. Republik: C. Numonius Vaala,-41,-41,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18200242,"Röm. Republik: M. Barbatius Pollio, M. Antonius und C. Iulius Caesar (Octavianus)",-83,-30,53,Hellenismus,Türkei,Kleinasien,,Aureus,Aureus
18200243,"Röm. Republik: M. Barbatius Pollio, M. Antonius und C. Iulius Caesar (Octavianus)",-83,-30,53,Hellenismus,Türkei,Kleinasien,,Denar (ANT),Denar (ANT)
18200244,Augustus,-63,14,77,Römische Kaiserzeit,Frankreich,Gallia,Lyon,Aureus,Aureus
18200245,Augustus,-63,14,77,Römische Kaiserzeit,Frankreich,Gallia,Lyon,Aureus,Aureus
18200246,Nero,37,68,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200247,Elis,-360,-340,20,Klassik,Griechenland,Elis,Elis,Stater,Stater
18200248,Nero,37,68,31,Römische Kaiserzeit,Frankreich,Gallia,Lyon,Sesterz,Sesterz
18200249,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200250,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200251,Nerva,30,98,68,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200252,Nerva,30,98,68,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200253,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200254,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200255,Diva Marciana,53,112,59,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200256,Diva Matidia,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200257,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200258,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200259,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200260,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200261,Diva Faustina (Maior),86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200262,Diva Faustina (Maior),86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200263,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200264,Marcus Aurelius,121,180,59,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200265,Marcus Aurelius,121,180,59,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200266,Marcus Aurelius,121,180,59,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200267,Commodus,161,192,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200268,Commodus,161,192,31,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200269,Septimius Severus,146,211,65,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200270,Septimius Severus,146,211,65,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200271,Iulia Domna,170,217,47,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200272,Iulia Domna,170,217,47,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200273,Macrinus,164,218,54,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200274,Macrinus,164,218,54,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200275,Elagabalus,203,222,19,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200276,Elagabalus,203,222,19,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200277,"Pasti, Matteo de': Isotta degli Atti",1420,1468,48,Renaissance,Italien,,,,
18200278,Iulia Mamaea,208,235,27,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200279,Iulia Mamaea,208,235,27,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200280,Maximinus Thrax,172,238,66,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200281,Maximinus Thrax,172,238,66,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200282,Gordianus III.,225,244,19,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200283,Gordianus III.,225,244,19,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200284,Traianus Decius,190,251,61,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18200285,Traianus Decius,190,251,61,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200286,Gallienus,213,268,55,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200287,Gallienus,213,268,55,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18200288,Sperandio aus Mantua: Bartolommeo Pendaglia,1425,1504,79,Renaissance,Italien,,,,
18200289,Sperandio aus Mantua: Pietro Albano,1425,1504,79,Renaissance,Italien,,,,
18200290,"Pasti, Matteo de': Sigismondo Pandolfo Malatesta",1420,1468,48,Renaissance,Italien,,,,
18200291,"Boldù, Giovanni: Caracalla",188,1477,1289,Renaissance,Italien,,,,
18200292,"Pisano, Antonio, gen. Pisanello: Domenico Novello Malatesta",1395,1455,60,Renaissance,Italien,,,,
18200293,"Talpa, Bartolo: Francesco Gonzaga",1466,1519,53,Renaissance,Italien,,,,
18200294,Constantinus I.,316,337,21,Römische Spätantike,Italien,Italia,Ticinum-Pavia,Nummus,Nummus
18200295,Spotttaler auf das Augsburger Interim,1549,1549,0,Renaissance,Deutschland,Ostfriesland,Jever,Taler, Taler
18200296,Constantinus I.,320,337,17,Römische Spätantike,Großbritannien,Britannien,London,Nummus,Nummus
18200297,Constantinus I.,318,337,19,Römische Spätantike,Italien,Italia,Ticinum-Pavia,Nummus,Nummus
18200298,Constantinus I.,319,337,18,Römische Spätantike,Kroatien,Pannonien,Siscia (Sisak),Nummus,Nummus
18200299,Constantinus II.,317,340,23,Römische Spätantike,Griechenland,Makedonien,Thessaloniki,Nummus,Nummus
18200300,Constantinus I.,327,337,10,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Nummus,Nummus
18200301,Constantinus I.,334,337,3,Römische Spätantike,Italien,Italia,Aquileia,Nummus,Nummus
18200302,Constantinus II.,317,340,23,Römische Spätantike,Kroatien,Pannonien,Siscia (Sisak),Nummus,Nummus
18200303,Constans,320,350,30,Römische Spätantike,Italien,Italia,Aquileia,2 Solidi, Solidi
18200304,Constantius II.,317,361,44,Römische Spätantike,Italien,Italia,Rom,Aes 2,Aes 
18200305,Magnentius,301,353,52,Römische Spätantike,Deutschland,Gallia,Trier,Aes 1,Aes 
18200306,Constantius II.,317,361,44,Römische Spätantike,Deutschland,Gallia,Trier,Solidus,Solidus
18200307,Vetranio,350,356,6,Römische Spätantike,Kroatien,Pannonien,Siscia (Sisak),Aes 2,Aes 
18200308,Vetranio,350,356,6,Römische Spätantike,Kroatien,Pannonien,Siscia (Sisak),Aes 2,Aes 
18200309,Valentinianus I.,321,375,54,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Solidus,Solidus
18200310,Valens,328,378,50,Römische Spätantike,Frankreich,Gallia,Arles,Solidus,Solidus
18200311,Valentinianus I.,321,375,54,Römische Spätantike,Deutschland,Gallia,Trier,Miliarense (leicht),Miliarense (leicht)
18200312,Valens,328,378,50,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),1 1/2 Solidi, Solidi
18200313,Aelia Flaccilla,347,386,39,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Aes 2,Aes 
18200314,Aelia Eudoxia,377,404,27,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Solidus,Solidus
18200315,Arcadius,377,408,31,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Triens,Triens
18200316,Honorius,384,423,39,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Solidus,Solidus
18200317,Honorius,384,423,39,Römische Spätantike,Italien,Italia,Ravenna,Solidus,Solidus
18200318,Ptolemäer: Ptolemaios II.,-367,-282,85,Hellenismus,Libanon,Phönizien,Tyros (Sur),Pentadrachme (5 Drachmen),Pentadrachme (Drachmen)
18200319,Syrakus: Hieronymos,-215,-214,1,Hellenismus,Italien,Sizilien,Syrakus,10 Litren, Litren
18200320,Septimius Severus,146,211,65,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200321,Persischer Satrap: Pixodaros,-340,-334,6,Klassik,Türkei,Karien,,Didrachme,Didrachme
18200322,Elis,-350,-323,27,Klassik,Griechenland,Elis,Elis,Stater,Stater
18200323,Tenedos,-189,-100,89,Hellenismus,Türkei,Inseln der Troas,Tenedos,Tetradrachme,Tetradrachme
18200324,Samos,213,268,55,Römische Kaiserzeit,Griechenland,Ionische Inseln,Samos,,
18200325,Faustina (Minor),121,180,59,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200326,Röm. Republik: L. Roscius Fabatus,-64,-64,0,Hellenismus,Italien,Italia,Rom,Denar (serratus),Denar (serratus)
18200327,Velia,-340,-310,30,Klassik,Italien,Lukanien,Velia,Didrachme,Didrachme
18200328,Athen,-136,-135,1,Hellenismus,Griechenland,Attika,Athen,Tetradrachme,Tetradrachme
18200329,Makedonien: Antigonos Gonatas,-319,-239,80,Hellenismus,Griechenland,Makedonien,Amphipolis,Tetradrachme,Tetradrachme
18200330,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200331,Pergamon,-336,-320,16,Hellenismus,Türkei,Mysien,Pergamon,Stater,Stater
18200332,Poseidonia,-530,-500,30,Archaik,Italien,Lukanien,Poseidonia-Paestum,Stater,Stater
18200333,Brettii,-210,-210,0,Hellenismus,Italien,Bruttium,Lokroi Epizephyrioi,Drachme,Drachme
18200334,Rhaukos,-320,-270,50,Hellenismus,Griechenland,Kreta,Rhaukos,Stater,Stater
18200335,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200336,Kuschan: Vasudeva I.,190,225,35,Römische Kaiserzeit,Afghanistan,Gandhara,,Dinar,Dinar
18200337,Syros,-150,-150,0,Hellenismus,Griechenland,Ägäische Inseln,Syros,Tetradrachme,Tetradrachme
18200338,Metapont,-375,-375,0,Klassik,Italien,Lukanien,Metapont,Stater,Stater
18200339,Kyzikos,-390,-340,50,Klassik,Türkei,Mysien,Kyzikos,Tetradrachme,Tetradrachme
18200340,Sabina,86,136,50,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200341,"Schwarz, Hans: Urban Labenwolf",1492,1550,58,Renaissance,Deutschland,Schwaben,,,
18200342,"Schwarz, Hans: Martin Tucher",1492,1550,58,Renaissance,Deutschland,Schwaben,,,
18200343,"Weiditz, Christoph: Magdalene Rudolff, geb. Honoldt",1498,1559,61,Renaissance,Deutschland,,,,
18200344,"Weiditz, Christoph: Johannes Dantiscus",1498,1559,61,Renaissance,Deutschland,,,,
18200345,"Weiditz, Christoph: Ludwig Scarampi",1498,1559,61,Renaissance,Deutschland,,,,
18200346,"Weiditz, Christoph: Jörg Fegelin",1498,1559,61,Renaissance,Deutschland,,,,
18200348,Kyzikos,86,161,75,Römische Kaiserzeit,Türkei,Mysien,Kyzikos,,
18200349,Katane,-415,-404,11,Klassik,Italien,Sizilien,Katane,Tetradrachme,Tetradrachme
18200350,Abdera,-475,-450,25,Archaik,Griechenland,Thrakien,Abdera,Tetradrachme,Tetradrachme
18200351,Kroton,-350,-300,50,Hellenismus,Italien,Bruttium,,Stater,Stater
18200352,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200353,Myrina,-150,-150,0,Hellenismus,Türkei,Aeolis,Myrina,Tetradrachme,Tetradrachme
18200354,Aitolische Liga,-220,-196,24,Hellenismus,Griechenland,Aitolien,,Drachme,Drachme
18200355,Ephesos,-258,-202,56,Hellenismus,Türkei,Ionien,Ephesos,Didrachme,Didrachme
18200356,Selinunt,-470,-440,30,Klassik,Italien,Sizilien,Selinunt,Tetradrachme,Tetradrachme
18200357,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200358,Pergamon,213,268,55,Römische Kaiserzeit,Türkei,Mysien,Pergamon,,
18200359,Maroneia,-189,-45,144,Hellenismus,Griechenland,Thrakien,Maroneia,Tetradrachme,Tetradrachme
18200360,Röm. Republik: L. Cassius Longinus,-78,-78,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18200361,"Hagenauer, Friedrich (?): Johannes Steudel",1499,1546,47,Renaissance,Deutschland,,,,
18200363,"Hagenauer, Friedrich: Dietrich Hirt",1499,1546,47,Renaissance,Deutschland,,,,
18200364,"Hagenauer, Friedrich: Phillipp Melanchthon",1499,1546,47,Renaissance,Deutschland,,,,
18200365,"Hagenauer, Friedrich: Phillipp Melanchthon",1499,1546,47,Renaissance,Deutschland,,,,
18200366,"Hagenauer, Friedrich: Raimund Fugger (Liberalitas)",1499,1546,47,Renaissance,Deutschland,,,,
18200369,"Kels, Hans: Georg Schöner",1510,1565,55,Renaissance,Deutschland,Schwaben,,,
18200371,"Kels, Hans: Barbara Hermann-Reihing",1510,1565,55,Renaissance,Deutschland,Schwaben,,,
18200372,"Kels, Hans: Barbara Hermann-Reihing",1510,1565,55,Renaissance,Deutschland,Schwaben,,,
18200373,"Kels, Hans: Georg Hermann",1510,1565,55,Renaissance,Deutschland,Schwaben,,,
18200374,"Kels, Hans: Georg Hermann und Barbara Reihing",1510,1565,55,Renaissance,Deutschland,Schwaben,,,
18200375,"Kels, Hans (?): Johann Scheubel",1510,1565,55,Renaissance,Deutschland,Schwaben,,,
18200376,Naxos,-430,-420,10,Klassik,Italien,Sizilien,Naxos,Tetradrachme,Tetradrachme
18200377,Naxos,-530,-490,40,Klassik,Italien,Sizilien,Naxos,Drachme,Drachme
18200378,Röm. Republik: M. Antonius,-83,-30,53,Hellenismus,Türkei,Ionien,Ephesos?,Cistophor,Cistophor
18200379,Knidos,-465,-449,16,Klassik,Türkei,Karien,Knidos,Drachme,Drachme
18200380,Meister der Beltzinger: Christine Beltzinger,1522,1522,0,Renaissance,Deutschland,Schwaben,,,
18200381,Eryx,-410,-400,10,Klassik,Italien,Sizilien,Eryx,Drachme,Drachme
18200382,Meister der Beltzinger: Erasmus Beltzinger,1522,1522,0,Renaissance,Deutschland,Schwaben,,,
18200383,Meister der Beltzinger: Albrecht Dürer,1471,1528,57,Renaissance,Deutschland,Schwaben,,,
18200384,Nürnberger Meister: Georg Römer,1521,1521,0,Renaissance,Deutschland,Franken,,,
18200385,"Gebel, Matthes: Amicus Graf Taegius",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200386,"Gebel, Matthes: Ursula Pfinzig",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200387,"Gebel, Matthes: Jakob Muffel von Eschenau",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200388,"Gebel, Matthes: Johann Ferenberger von Eggenberg",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200389,"Gebel, Matthes: Johann Ferenberger von Eggenberg",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200390,"Gebel, Matthes: Ludwig Holzschuher",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200391,"Gebel, Matthes: Katharina Holzschuher",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200392,"Gebel, Matthes: Hans Puchner",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200393,"Gebel, Matthes: Stephan Praun",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200394,"Gebel, Matthes: Margaretha Praun",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200395,"Gebel, Matthes: Sebald Beham",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200396,"Gebel, Matthes: Anna Beham",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200397,"Gebel, Matthes: Monogramm Beham",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200398,"Gebel, Matthes: Konrad von Beumelburg",1500,1574,74,Renaissance,Deutschland,Franken,,,
18200400,Monogrammist MS: Georg Irsinger,1547,1547,0,Renaissance,Deutschland,Franken,,,
18200401,"Bolsterer, Hans: Ursula Dürr",1520,1573,53,Renaissance,Deutschland,Franken,,,
18200403,Deutsche Demokratische Republik: 1966 Leibniz,1933,2011,78,Moderne seit 1900,Deutschland,Brandenburg,Berlin,20 Mark Deutscher Notenbank, Mark Deutscher Notenbank
18200404,"Brachmann, Severin: Bildnis einer Dame",1589,1589,0,Renaissance,Österreich,,,,
18200405,"Schenck, Hans: Kurfürst Joachim II. von Brandenburg",1500,1572,72,Renaissance,Deutschland,Brandenburg,,,
18200406,Deutsche Demokratische Republik: 1966 Schinkel,1936,2014,78,Moderne seit 1900,Deutschland,Brandenburg,Berlin,10 Mark Deutscher Notenbank, Mark Deutscher Notenbank
18200407,"Schenck, Hans: Kurfürst Joachim II. von Brandenburg",1500,1572,72,Renaissance,Deutschland,Brandenburg,,,
18200408,"Schenck, Hans: Kurfürstin Sabina von Brandenburg",1500,1572,72,Renaissance,Deutschland,Brandenburg,,,
18200410,"Wolff, Tobias: Papst Urban VI.",1318,1600,282,Renaissance,Deutschland,,,,
18200411,"Wolff, Tobias: Papst Bonifatius IX.",1350,1600,250,Renaissance,Deutschland,,,,
18200412,"Wolff, Tobias: Erdmuthe von Pommern",1561,1600,39,Renaissance,Deutschland,,,,
18200415,"Abondio, Antonio: Maria von Österreich",1538,1591,53,Renaissance,Österreich,,,,
18200417,Theodosius II.,401,450,49,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Solidus,Solidus
18200418,Valentinianus III.,419,455,36,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Solidus,Solidus
18200419,Valentinianus III.,419,455,36,Römische Spätantike,Italien,Italia,Ravenna,Solidus,Solidus
18200420,Valentinianus III.,419,455,36,Römische Spätantike,Italien,Italia,Ravenna,Solidus,Solidus
18200421,Valentinianus III.,419,455,36,Römische Spätantike,Italien,Italia,Rom?,Triens,Triens
18200422,Licinia Eudoxia,422,493,71,Römische Spätantike,Italien,Italia,Ravenna,1/2 Siliqua,Siliqua
18200423,Galla Placidia,419,450,31,Römische Spätantike,Italien,Italia,Ravenna,Solidus,Solidus
18200424,Galla Placidia,419,450,31,Römische Spätantike,Italien,Italia,Ravenna,Solidus,Solidus
18200425,Theodosius II.,401,450,49,Römische Spätantike,Türkei,Thrakien,Konstantinopolis (Istanbul),Solidus,Solidus
18200426,Leo I.,462,474,12,Römische Spätantike,Griechenland,Makedonien,Thessaloniki,Solidus,Solidus
18200427,Anthemius,467,472,5,Römische Spätantike,Italien,Italia,Rom,Solidus,Solidus
18200428,Athen,-410,-400,10,Klassik,Griechenland,Attika,Athen,Tetradrachme,Tetradrachme
18200429,Athen,-295,-294,1,Hellenismus,Griechenland,Attika,Athen,Stater,Stater
18200430,Caracalla,188,217,29,Römische Kaiserzeit,Italien,Italia,Rom,Doppeldenar,Doppeldenar
18200431,Gallienus,213,268,55,Römische Kaiserzeit,Italien,Italia,Rom,Doppeldenar,Doppeldenar
18200432,Seleukiden: Seleukos VI.,-120,-95,25,Hellenismus,Türkei,Syria,Antiochia (Antakya),Tetradrachme,Tetradrachme
18200433,Caracalla,188,217,29,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200434,Caracalla,188,217,29,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18200435,Röm. Republik: L. Memmius Galeria,-106,-106,0,Hellenismus,Italien,Italia,Rom,Denar (serratus),Denar (serratus)
18200436,Röm. Republik: L. Memmius Galeria,-106,-106,0,Hellenismus,Italien,Italia,Rom,Denar (serratus),Denar (serratus)
18200437,Severus Alexander,208,235,27,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200438,Severus Alexander,208,235,27,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200439,Lysimachos,-356,-323,33,Hellenismus,Türkei,Thrakien,Lysimacheia,Tetradrachme,Tetradrachme
18200440,Lysimachos: Nachahmung,-297,-200,97,Hellenismus,Bulgarien,Thrakien,,Tetradrachme,Tetradrachme
18200441,Augustus,-63,14,77,Römische Kaiserzeit,Frankreich,Gallia,Lyon,Denar (ANT),Denar (ANT)
18200442,Augustus: Nachahmung,-63,14,77,Römische Kaiserzeit,Deutschland,,,Denar (ANT),Denar (ANT)
18200443,Röm. Republik: Considius Nonianus,-57,-57,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18200444,Augustus,-63,14,77,Römische Kaiserzeit,Spanien,Hispania,Augusta Emerita (Mérida),Denar (ANT),Denar (ANT)
18200445,Nero,37,68,31,Römische Kaiserzeit,Frankreich,Gallia,Lyon,Sesterz,Sesterz
18200446,Titus,39,81,42,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200447,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18200448,Antoninus Pius,86,161,75,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200449,Caracalla,188,217,29,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200450,Constantinus I.,313,337,24,Römische Spätantike,Deutschland,Gallia,Trier,2 Solidi, Solidi
18200451,Sidon,-420,-410,10,Klassik,Libanon,Phönizien,Sidon (Saida),2 Schekel, Schekel
18200452,Seleukiden: Antiochos VIII.,-121,-96,25,Hellenismus,Türkei,Kilikien,Tarsos,Tetradrachme,Tetradrachme
18200454,Claudius,-10,54,64,Römische Kaiserzeit,Türkei,Asia,Ephesos?,Cistophor,Cistophor
18200455,Alexandria: Antoninus Pius,86,161,75,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Drachme,Drachme
18200456,Byblos,164,218,54,Römische Kaiserzeit,Libanon,Phönizien,Byblos (Jbeil),,
18200458,Antiochia am Mäander,213,268,55,Römische Kaiserzeit,Türkei,Karien,Antiochia am Mäander,,
18200459,Bizye,204,249,45,Römische Kaiserzeit,Türkei,Thrakien,Bizye,,
18200460,Deutsche Demokratische Republik: 1990 Brandenburger Tor,1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Berlin,20 Mark, Mark
18200461,Kaiserreich: 1917 Reformationsjubiläum,1463,1525,62,Moderne seit 1900,Deutschland,Sachsen,Muldenhütten,3 Mark, Mark
18200462,Nerva,30,98,68,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200463,Traianus,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18200464,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18200465,Röm. Republik: T. Carisius,-46,-46,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18200466,Traianus: Restitution,53,117,64,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18200467,Bundesrepublik Deutschland: 1952 Germanisches Nationalmuseum,1952,1952,0,Moderne seit 1900,Deutschland,Bayern,München,5 Deutsche Mark, Deutsche Mark
18200468,Bundesrepublik Deutschland: 1955 Schiller,1885,1968,83,Moderne seit 1900,Deutschland,Baden-Württemberg,Stuttgart,5 Deutsche Mark, Deutsche Mark
18200470,Bundesrepublik Deutschland: 1979 Deutsches Archäologisches Institut,1979,1979,0,Moderne seit 1900,Deutschland,,Hamburg,5 Deutsche Mark, Deutsche Mark
18200471,Ikos,-200,-100,100,Hellenismus,Griechenland,Inseln vor Thessalien,Ikos,,
18200472,Bundesrepublik Deutschland: 1991 Brandenburger Tor,1944,1991,47,Moderne seit 1900,Deutschland,,Berlin,10 Deutsche Mark, Deutsche Mark
18200473,Danzig: 1923,1879,1944,65,Moderne seit 1900,Deutschland,Brandenburg,Berlin,25 Gulden, Gulden
18200474,Bundesrepublik Deutschland: 1999 Grundgesetz,1999,1999,0,Moderne seit 1900,Deutschland,Bayern,München,10 Deutsche Mark, Deutsche Mark
18200475,Bundesrepublik Deutschland: 2002 Museumsinsel,1943,2002,59,Moderne seit 1900,Deutschland,Brandenburg,Berlin,10 Euro, Euro
