id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,diameter,weight,production_material,production_technique,nominal
00296,Constantinus I.,320,337,Großbritannien,Britannien,London,18,3.29,Bronze,struck,Nummus
00297,Constantinus I.,318,337,Italien,Italia,Ticinum-Pavia,18,2.89,Bronze,struck,Nummus
00298,Constantinus I.,319,337,Kroatien,Pannonien,Siscia (Sisak),20,2.73,Bronze,struck,Nummus
00299,Constantinus II.,317,340,Griechenland,Makedonien,Thessaloniki,19,3.46,Bronze,struck,Nummus
00300,Constantinus I.,327,337,Türkei,Thrakien,Konstantinopolis (Istanbul),19,3.17,Bronze,struck,Nummus
00301,Constantinus I.,334,337,Italien,Italia,Aquileia,18,3.22,Bronze,struck,Nummus
00302,Constantinus II.,317,340,Kroatien,Pannonien,Siscia (Sisak),17,1.49,Bronze,struck,Nummus
00303,Constans,320,350,Italien,Italia,Aquileia,30,9.03,Gold,struck,2 Solidi
00304,Constantius II.,317,361,Italien,Italia,Rom,24,5.19,Bronze,struck,Aes 2
00305,Magnentius,301,353,Deutschland,Gallia,Trier,28,9.12,Bronze,struck,Aes 1
00306,Constantius II.,317,361,Deutschland,Gallia,Trier,21,4.49,Gold,struck,Solidus
00307,Vetranio,350,356,Kroatien,Pannonien,Siscia (Sisak),24,4.60,Bronze,struck,Aes 2
00308,Vetranio,350,356,Kroatien,Pannonien,Siscia (Sisak),23,5.37,Bronze,struck,Aes 2
00309,Valentinianus I.,321,375,Türkei,Oriens,Antiochia (Antakya),22,4.43,Gold,struck,Solidus
00310,Valens,328,378,Frankreich,Gallia,Arles,21,4.38,Gold,struck,Solidus
00311,Valentinianus I.,321,375,Deutschland,Gallia,Trier,23,4.48,Silver,struck,Miliarense (leicht)
00312,Valens,328,378,Türkei,Oriens,Antiochia (Antakya),24,6.74,Gold,struck,1 1/2 Solidi
00313,Aelia Flaccilla,347,386,Türkei,Thrakien,Konstantinopolis (Istanbul),23,4.49,Bronze,struck,Aes 2
00314,Aelia Eudoxia,377,404,Türkei,Thrakien,Konstantinopolis (Istanbul),20,4.48,Gold,struck,Solidus
00315,Arcadius,377,408,Türkei,Thrakien,Konstantinopolis (Istanbul),15,1.49,Gold,struck,Triens
00316,Honorius,384,423,Türkei,Thrakien,Konstantinopolis (Istanbul),20,4.00,Gold,struck,Solidus
00317,Honorius,384,423,Italien,Italia,Ravenna,20,4.39,Gold,struck,Solidus
00318,Ptolemäer: Ptolemaios II.,-367,-282,Libanon,Phönizien,Tyros (Sur),22,17.83,Gold,struck,Pentadrachme (5 Drachmen)
00319,Syrakus: Hieronymos,-215,-214,Italien,Sizilien,Syrakus,23,8.46,Silver,struck,10 Litren
00320,Septimius Severus,146,211,Italien,Italia,Rom,20,7.06,Gold,struck,Aureus
00321,Persischer Satrap: Pixodaros,-340,-334,Türkei,Karien,,19,6.99,Silver,struck,Didrachme
00322,Elis,-350,-323,Griechenland,Elis,Elis,23,11.89,Silver,struck,Stater
00323,Tenedos,-189,-100,Türkei,Inseln der Troas,Tenedos,30,16.09,Silver,struck,Tetradrachme
00324,Samos,213,268,Griechenland,Ionische Inseln,Samos,27,8.44,Bronze,struck,
00325,Faustina (Minor),121,180,Italien,Italia,Rom,32,29.91,Bronze,struck,Sesterz
00326,Röm. Republik: L. Roscius Fabatus,-64,-64,Italien,Italia,Rom,18,3.97,Silver,struck,Denar (serratus)
00327,Velia,-340,-310,Italien,Lukanien,Velia,22,7.86,Silver,struck,Didrachme
00328,Athen,-136,-135,Griechenland,Attika,Athen,32,16.85,Silver,struck,Tetradrachme
00329,Makedonien: Antigonos Gonatas,-319,-239,Griechenland,Makedonien,Amphipolis,29,17.16,Silver,struck,Tetradrachme
00330,Hadrianus,76,138,Italien,Italia,Rom,35,29.92,Bronze,struck,Sesterz
00331,Pergamon,-336,-320,Türkei,Mysien,Pergamon,17,8.51,Gold,struck,Stater
00332,Poseidonia,-530,-500,Italien,Lukanien,Poseidonia-Paestum,30,7.24,Silver,struck,Stater
00333,Brettii,-210,-210,Italien,Bruttium,Lokroi Epizephyrioi,17,4.25,Gold,struck,Drachme
00334,Rhaukos,-320,-270,Griechenland,Kreta,Rhaukos,24,11.68,Silver,struck,Stater
00335,Hadrianus,76,138,Italien,Italia,Rom,33,28.15,Bronze,struck,Sesterz
00336,Kuschan: Vasudeva I.,190,225,Afghanistan,Gandhara,,27,8.15,Gold,struck,Dinar
00337,Syros,-150,-150,Griechenland,Ägäische Inseln,Syros,31,15.88,Silver,struck,Tetradrachme
00338,Metapont,-375,-375,Italien,Lukanien,Metapont,22,7.88,Silver,struck,Stater
00339,Kyzikos,-390,-340,Türkei,Mysien,Kyzikos,23,15.15,Silver,struck,Tetradrachme
00340,Sabina,86,136,Italien,Italia,Rom,34,25.16,Bronze,struck,Sesterz
00348,Kyzikos,86,161,Türkei,Mysien,Kyzikos,34,26.00,Bronze,struck,
00349,Katane,-415,-404,Italien,Sizilien,Katane,26,17.09,Silver,struck,Tetradrachme
00350,Abdera,-475,-450,Griechenland,Thrakien,Abdera,28,15.16,Silver,struck,Tetradrachme
00351,Kroton,-350,-300,Italien,Bruttium,,21,8.02,Silver,struck,Stater
00352,Antoninus Pius,86,161,Italien,Italia,Rom,19,7.32,Gold,struck,Aureus
00353,Myrina,-150,-150,Türkei,Aeolis,Myrina,33,16.44,Silver,struck,Tetradrachme
00354,Aitolische Liga,-220,-196,Griechenland,Aitolien,,20,5.22,Silver,struck,Drachme
00355,Ephesos,-258,-202,Türkei,Ionien,Ephesos,21,6.49,Silver,struck,Didrachme
00356,Selinunt,-470,-440,Italien,Sizilien,Selinunt,28,17.65,Silver,struck,Tetradrachme
00357,Hadrianus,76,138,Italien,Italia,Rom,33,28.35,Bronze,struck,Sesterz
00358,Pergamon,213,268,Türkei,Mysien,Pergamon,37,27.26,Bronze,struck,
00359,Maroneia,-189,-45,Griechenland,Thrakien,Maroneia,33,15.64,Silver,struck,Tetradrachme
00360,Röm. Republik: L. Cassius Longinus,-78,-78,Italien,Italia,Rom,19,3.94,Silver,struck,Denar (ANT)
00376,Naxos,-430,-420,Italien,Sizilien,Naxos,28,17.28,Silver,struck,Tetradrachme
00377,Naxos,-530,-490,Italien,Sizilien,Naxos,20,5.51,Silver,struck,Drachme
00378,Röm. Republik: M. Antonius,-83,-30,Türkei,Ionien,Ephesos?,28,11.61,Silver,struck,Cistophor
00379,Knidos,-465,-449,Türkei,Karien,Knidos,17,6.20,Silver,struck,Drachme
00381,Eryx,-410,-400,Italien,Sizilien,Eryx,25,17.11,Silver,struck,Drachme
00403,Deutsche Demokratische Republik: 1966 Leibniz,1933,2011,Deutschland,Brandenburg,Berlin,33,20.90,Silver,struck,20 Mark Deutscher Notenbank
00406,Deutsche Demokratische Republik: 1966 Schinkel,1936,2014,Deutschland,Brandenburg,Berlin,"30,9",17.00,Silver,struck,10 Mark Deutscher Notenbank
00417,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.47,Gold,struck,Solidus
00418,Valentinianus III.,419,455,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.48,Gold,struck,Solidus
00419,Valentinianus III.,419,455,Italien,Italia,Ravenna,21,4.47,Gold,struck,Solidus
00420,Valentinianus III.,419,455,Italien,Italia,Ravenna,22,4.37,Gold,struck,Solidus
00421,Valentinianus III.,419,455,Italien,Italia,Rom?,13,1.43,Gold,struck,Triens
00422,Licinia Eudoxia,422,493,Italien,Italia,Ravenna,15,1.33,Silver,struck,1/2 Siliqua
00423,Galla Placidia,419,450,Italien,Italia,Ravenna,21,4.45,Gold,struck,Solidus
00424,Galla Placidia,419,450,Italien,Italia,Ravenna,22,4.48,Gold,struck,Solidus
00425,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul),20,4.48,Gold,struck,Solidus
00426,Leo I.,462,474,Griechenland,Makedonien,Thessaloniki,21,4.51,Gold,struck,Solidus
00427,Anthemius,467,472,Italien,Italia,Rom,20,4.38,Gold,struck,Solidus
00428,Athen,-410,-400,Griechenland,Attika,Athen,21,13.62,Silver,plated,Tetradrachme
00429,Athen,-295,-294,Griechenland,Attika,Athen,16,8.58,Gold,struck,Stater
00430,Caracalla,188,217,Italien,Italia,Rom,24,4.95,Silver,struck,Doppeldenar
00431,Gallienus,213,268,Italien,Italia,Rom,21,4.39,Silver,struck,Doppeldenar
00432,Seleukiden: Seleukos VI.,-120,-95,Türkei,Syria,Antiochia (Antakya),27,12.05,Silver,plated,Tetradrachme
00433,Caracalla,188,217,Italien,Italia,Rom,20,7.21,Gold,struck,Aureus
00434,Caracalla,188,217,Italien,Italia,Rom,20,4.77,Gold,plated,Aureus
00435,Röm. Republik: L. Memmius Galeria,-106,-106,Italien,Italia,Rom,19,3.96,Silver,struck,Denar (serratus)
00436,Röm. Republik: L. Memmius Galeria,-106,-106,Italien,Italia,Rom,19,3.02,Silver,struck,Denar (serratus)
00437,Severus Alexander,208,235,Italien,Italia,Rom,32,21.37,Bronze,struck,Sesterz
00438,Severus Alexander,208,235,Italien,Italia,Rom,27,6.67,Bronze,cast,Sesterz
00439,Lysimachos,-356,-323,Türkei,Thrakien,Lysimacheia,28,17.15,Silver,struck,Tetradrachme
00440,Lysimachos: Nachahmung,-297,-200,Bulgarien,Thrakien,,30,16.76,Silver,struck,Tetradrachme
00441,Augustus,-63,14,Frankreich,Gallia,Lyon,19,3.86,Silver,struck,Denar (ANT)
00442,Augustus: Nachahmung,-63,14,Deutschland,,,18,3.22,Silver,struck,Denar (ANT)
00443,Röm. Republik: Considius Nonianus,-57,-57,Italien,Italia,Rom,18,3.79,Silver,struck,Denar (ANT)
00444,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida),20,3.94,Silver,struck,Denar (ANT)
00445,Nero,37,68,Frankreich,Gallia,Lyon,36,28.44,Bronze,struck,Sesterz
00446,Titus,39,81,Italien,Italia,Rom,33,24.49,Bronze,struck,Sesterz
00447,Traianus,53,117,Italien,Italia,Rom,29,13.34,Bronze,struck,Dupondius
00448,Antoninus Pius,86,161,Italien,Italia,Rom,31,22.80,Bronze,struck,Sesterz
00449,Caracalla,188,217,Italien,Italia,Rom,32,25.23,Bronze,struck,Sesterz
00450,Constantinus I.,313,337,Deutschland,Gallia,Trier,26,8.93,Gold,struck,2 Solidi
00451,Sidon,-420,-410,Libanon,Phönizien,Sidon (Saida),32,27.98,Silver,struck,2 Schekel
00452,Seleukiden: Antiochos VIII.,-121,-96,Türkei,Kilikien,Tarsos,30,16.06,Silver,struck,Tetradrachme
00454,Claudius,-10,54,Türkei,Asia,Ephesos?,27,11.16,Silver,struck,Cistophor
00455,Alexandria: Antoninus Pius,86,161,Ägypten,Ägypten,Alexandria,35,29.20,Bronze,struck,Drachme
00456,Byblos,164,218,Libanon,Phönizien,Byblos (Jbeil),30,17.90,Bronze,struck,
00458,Antiochia am Mäander,213,268,Türkei,Karien,Antiochia am Mäander,36,21.61,Bronze,struck,
00459,Bizye,204,249,Türkei,Thrakien,Bizye,29,14.15,Bronze,struck,
00460,Deutsche Demokratische Republik: 1990 Brandenburger Tor,1932,2008,Deutschland,Brandenburg,Berlin,"32,9",18.18,Silver,struck,20 Mark
00461,Kaiserreich: 1917 Reformationsjubiläum,1463,1525,Deutschland,Sachsen,Muldenhütten,33,16.70,Silver,struck,3 Mark
00462,Nerva,30,98,Italien,Italia,Rom,33,20.73,Bronze,struck,Sesterz
00463,Traianus,53,117,Italien,Italia,Rom,36,23.74,Bronze,struck,Sesterz
00464,Hadrianus,76,138,Italien,Italia,Rom,19,3.22,Silver,struck,Denar (ANT)
00465,Röm. Republik: T. Carisius,-46,-46,Italien,Italia,Rom,18,4.14,Silver,struck,Denar (ANT)
00466,Traianus: Restitution,53,117,Italien,Italia,Rom,20,2.91,Silver,struck,Denar (ANT)
00467,Bundesrepublik Deutschland: 1952 Germanisches Nationalmuseum,1952,1952,Deutschland,Bayern,München,29,11.20,Silver,struck,5 Deutsche Mark
00468,Bundesrepublik Deutschland: 1955 Schiller,1885,1968,Deutschland,Baden-Württemberg,Stuttgart,29,11.20,Silver,struck,5 Deutsche Mark
00470,Bundesrepublik Deutschland: 1979 Deutsches Archäologisches Institut,1979,1979,Deutschland,,Hamburg,29,11.20,Silver,struck,5 Deutsche Mark
00471,Ikos,-200,-100,Griechenland,Inseln vor Thessalien,Ikos,16,2.99,Bronze,struck,
00472,Bundesrepublik Deutschland: 1991 Brandenburger Tor,1944,1991,Deutschland,,Berlin,33,15.50,Silver,struck,10 Deutsche Mark
00473,Danzig: 1923,1879,1944,Deutschland,Brandenburg,Berlin,"21,9",7.99,Gold,struck,25 Gulden
00474,Bundesrepublik Deutschland: 1999 Grundgesetz,1999,1999,Deutschland,Bayern,München,"32,5",18.12,Silver,struck,10 Deutsche Mark
00475,Bundesrepublik Deutschland: 2002 Museumsinsel,1943,2002,Deutschland,Brandenburg,Berlin,"32,5",18.12,Silver,struck,10 Euro
00477,Röm. Republik: L. Aurelius Cotta,-105,-105,Italien,Italia,Rom,20,3.75,Silver,struck,Denar (serratus)
00478,Paestum,-100,-75,Italien,Lukanien,Poseidonia-Paestum,18,5.27,Bronze,struck,Semis
00479,Trapezus,-400,-300,Türkei,Pontos,Trapezus,12,1.33,Silver,struck,
00480,Paestum,-90,-40,Italien,Lukanien,Poseidonia-Paestum,15,3.88,Bronze,struck,Semis
00481,Paestum,-90,-40,Italien,Lukanien,Poseidonia-Paestum,16,4.59,Bronze,struck,Semis
00482,Claudius,-10,54,Italien,Italia,Rom,19,2.65,Bronze,struck,Quadrans
00484,Pautalia,188,217,Bulgarien,Thrakien,Pautalia (Kyustendil),30,18.74,Bronze,struck,
00485,Tarsos,188,217,Türkei,Kilikien,Tarsos,33,17.34,Bronze,struck,
00486,Hadrianus,76,138,Italien,Italia,Rom,16,2.69,Bronze,struck,Quadrans
00487,Perge,213,268,Türkei,Pamphylien,Perge,29,16.34,Bronze,struck,10 Assaria
00488,Septimius Severus,146,211,Italien,Italia,Rom,21,7.21,Gold,struck,Aureus
00489,Sikyon,-400,-370,Griechenland,Achaia,Sikyon,25,12.02,Silver,struck,Stater
00490,Lucilla,149,181,Italien,Italia,Rom,20,7.20,Gold,struck,Aureus
00491,Koinon von Zypern,188,217,Zypern,Zypern,,32,19.60,Bronze,struck,
00492,Ainos,-478,-450,Türkei,Thrakien,Ainos,26,16.35,Silver,struck,Tetradrachme
00493,Ainos,-478,-450,Türkei,Thrakien,Ainos,25,16.50,Silver,struck,Tetradrachme
00494,Pheneos,-360,-340,Griechenland,Arkadien,Pheneos,26,11.66,Silver,struck,Stater
00495,Röm. Republik: C. Mamilius Limetanus,-82,-82,Italien,Italia,Rom,20,3.28,Silver,struck,Denar (serratus)
00496,Heliopolis (Baalbek),204,249,Libanon,Syria,Baalbek,30,14.40,Bronze,struck,
00497,Kyzikos,-400,-330,Türkei,Mysien,Kyzikos,18-22,16.04,Electrum,struck,Stater
00498,Kyzikos,-400,-330,Türkei,Mysien,Kyzikos,17-21,16.80,Electrum,struck,Stater
00499,Pantikapaion,-400,-300,Ukraine,Taurische Chersonesos,Pantikapaion,23,9.08,Gold,struck,Stater
00500,Pantikapaion,-400,-300,Ukraine,Taurische Chersonesos,Pantikapaion,15,3.65,Silver,struck,Drachme
00501,Arkadischer Bund,-370,-360,Griechenland,Arkadien,,18,2.78,Silver,struck,1/2 Drachme (Hemidrachme)
00502,Traianus Decius,190,251,Italien,Italia,Rom,20,3.93,Gold,struck,Aureus
00503,Numerianus,253,284,Italien,Italia,Rom,24,4.19,Bronze,struck,Doppeldenar
00504,Antoninus Pius,86,161,Italien,Italia,Rom,21,7.32,Gold,struck,Aureus
00505,Septimius Severus,146,211,Italien,Italia,Rom,20,7.16,Gold,struck,Aureus
00506,Domitianus,51,96,Italien,Italia,Rom,28,11.90,Bronze,struck,As
00507,Diocletianus,245,313,Italien,Italia,Aquileia,28,9.34,Bronze,struck,Nummus
00509,Philadelpheia,170,217,Türkei,Lydien,Philadelpheia,30,14.95,Bronze,struck,
00510,Perinthos,188,217,Türkei,Thrakien,Perinthos (Herakleia),38,18.99,Bronze,struck,
00511,Constantius II.,317,361,Türkei,Oriens,Antiochia (Antakya),48,40.30,Gold,struck,9 Solidi
00513,Breisach: Stadt,1633,1633,Deutschland,Breisgau,Breisach,"19,2x18,7",3.11,Gold,struck,Goldgulden (Klippe)
00514,Honorius,384,423,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.43,Gold,struck,Solidus
00515,Honorius,384,423,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.44,Gold,struck,Solidus
00516,Arcadius,377,408,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.45,Gold,struck,Solidus
00518,Arcadius,377,408,Italien,Italia,Mailand,16,1.30,Silver,struck,Siliqua (reduziert)
00519,Constantinus III.,407,411,Frankreich,Gallia,Lyon,20,4.41,Gold,struck,Solidus
00520,Constantinus III.,408,411,Frankreich,Gallia,Lyon,15,1.48,Silver,struck,Siliqua (reduziert)
00521,Priscus Attalus,409,410,Italien,Italia,Rom,21,4.32,Gold,struck,Solidus
00522,Iovinus,411,413,Deutschland,Gallia,Trier,21,4.45,Gold,struck,Solidus
00523,Iovinus,411,413,Deutschland,Gallia,Trier,21,4.43,Gold,struck,Solidus
00524,Constantius III.,421,411,Italien,Italia,Ravenna,21,4.29,Gold,struck,Solidus
00525,Augustus,-63,14,Spanien,Hispania,Saragossa (Colonia Caesaraugusta)?,22,3.85,Silver,struck,Denar (ANT)
00526,Divus Augustus,-63,14,Italien,Italia,Rom,29,16.93,Bronze,struck,Dupondius
00527,Antonia (Minor),-36,37,Italien,Italia,Rom,29,13.21,Bronze,struck,Dupondius
00528,Tiberius,-42,37,Italien,Italia,Rom,36,27.86,Bronze,struck,Sesterz
00529,Caligula,12,19,Italien,Italia,Rom,19,3.77,Silver,struck,Denar (ANT)
00530,Caligula,12,41,Italien,Italia,Rom,36,29.34,Bronze,struck,Sesterz
00531,Claudius,-10,54,Italien,Italia,Rom,19,7.79,Gold,struck,Aureus
00532,Nero und Agrippina (Minor),-10,54,Italien,Italia,Rom,19,7.65,Gold,struck,Aureus
00534,Sachsen-Coburg-Eisenach,1529,1595,Deutschland,Thüringen,Gotha,33x36,28.25,Silver,struck,Taler (Klippe)
00536,Galla Placidia,419,450,Italien,Italia,Rom,21,4.30,Gold,struck,Solidus
00537,Iohannes,423,425,Italien,Italia,Ravenna,22,4.48,Gold,struck,Solidus
00538,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul),20,4.48,Gold,struck,Solidus
00539,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul),19,2.21,Gold,struck,Semissis
00540,Theodosius II.,401,450,Türkei,Thrakien,Konstantinopolis (Istanbul),24,4.27,Silver,struck,Miliarense (leicht)
00541,Aelia Eudocia,401,460,Türkei,Thrakien,Konstantinopolis (Istanbul),22,4.47,Gold,struck,Solidus
00542,Westgoten: Pseudoimperial,419,455,Frankreich,Gallia,,21,4.43,Gold,struck,Solidus
00543,Licinia Eudoxia,422,493,Italien,Italia,Ravenna,22,4.39,Gold,struck,Solidus
00544,Iusta Grata Honoria,417,455,Italien,Italia,Ravenna,21,4.42,Gold,struck,Solidus
00545,Petronius Maximus,396,455,Italien,Italia,Rom,21,4.38,Gold,struck,Solidus
00546,Marcianus,450,457,Türkei,Thrakien,Konstantinopolis (Istanbul),18,2.23,Gold,struck,Semissis
00547,Aelia Pulcheria,399,453,Türkei,Thrakien,Konstantinopolis (Istanbul),18,2.23,Gold,struck,Semissis
00548,Avitus,385,457,Frankreich,Gallia,Arles,21,4.43,Gold,struck,Solidus
00549,Maioranus,457,461,Italien,Italia,Ravenna,20,4.37,Gold,struck,Solidus
00550,Avitus,385,457,Italien,Italia,Mailand,14,1.48,Gold,struck,Triens
00551,Leo I.,462,474,Griechenland,Makedonien,Thessaloniki,20,4.49,Gold,struck,Solidus
00552,Kosel: Stadt,1696,1762,Polen,Schlesien,Kosel (Koźle),20,0.39,Brass,struck,Kreuzer
00553,Landau: Stadt,1702,1702,Deutschland,Pfalz,Landau,"61,3x43,7",25.44,Silver,struck,4 Livre 4 Sous (Klippe)
00556,Leipzig: Stadt,1756,1763,Deutschland,Sachsen,Leipzig,"20,6x23,6",1.35,Copper,struck,3 Pfennige (Klippe)
00558,Aelia Verina,457,484,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.48,Gold,struck,Solidus
00559,Aelia Verina,457,484,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.95,Bronze,struck,Aes 2
00560,Westgoten: Pseudoimperial,461,465,Frankreich,Gallia,,21,4.27,Gold,struck,Solidus
00561,Anthemius,467,472,Italien,Italia,Mailand,14,1.25,Silver,struck,1/2 Siliqua
00562,Glycerius,473,474,Italien,Italia,Ravenna,20,4.37,Gold,struck,Solidus
00563,Iulius Nepos,474,480,Italien,Italia,Ravenna,16,1.97,Silver,struck,Siliqua (reduziert)
00564,Romulus (Augustulus),475,476,Italien,Italia,Mailand,13,1.44,Gold,struck,Triens
00565,Leo II. und Zeno,467,491,Türkei,Thrakien,Konstantinopolis (Istanbul),20,4.48,Gold,struck,Solidus
00566,Basiliscus,475,476,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.46,Gold,struck,Solidus
00567,Basiliscus und Marcus,475,476,Türkei,Thrakien,Konstantinopolis (Istanbul),21,4.45,Gold,struck,Solidus
00568,Zeno,476,491,Türkei,Thrakien,Konstantinopolis (Istanbul),20,4.42,Gold,struck,Solidus
00569,Ariadne,450,515,Türkei,Thrakien,Konstantinopolis (Istanbul),14,1.48,Gold,struck,Triens
00570,Zeno,480,491,Italien,Italia,Mailand,14,0.85,Silver,struck,1/2 Siliqua
00573,Korinth,-400,-300,Griechenland,Achaia,Korinth,22,8.43,Silver,struck,Stater
00574,Korinth,-350,-300,Griechenland,Achaia,Korinth,22,8.58,Silver,struck,Stater
00575,Korinth,-400,-300,Griechenland,Achaia,Korinth,19,3.85,Silver,struck,Trihemidrachme (1 1/2 Drachmen)
00576,Mansfeld-Hinterort,1480,1560,Deutschland,Anhalt,Eisleben?,"30,5x31,5",25.27,Silver,struck,Taler (Klippe)
00577,Korinth,-400,-300,Griechenland,Achaia,Korinth,19,3.99,Silver,struck,Trihemidrachme (1 1/2 Drachmen)
00578,Korinth,-400,-300,Griechenland,Achaia,Korinth,15,2.77,Silver,struck,Drachme
00579,Minden: Stadt,1634,1634,Deutschland,Westfalen,Minden,"20,7x22,4",4.01,Silver,struck,8 Groschen (Klippe)
00580,Münster: Stadt,1660,1660,Deutschland,Westfalen,Münster,"30,1x30,0",5.14,Gold,struck,
00581,Korinth,-400,-300,Griechenland,Achaia,Korinth,17,2.68,Silver,struck,Drachme
00584,Korinth,-400,-300,Griechenland,Achaia,Korinth,12,1.34,Silver,struck,1/2 Drachme (Hemidrachme)
00585,Korinth,-400,-300,Griechenland,Achaia,Korinth,14,1.37,Silver,struck,1/2 Drachme (Hemidrachme)
00586,Korinth,-400,-300,Griechenland,Achaia,Korinth,10,0.82,Silver,struck,Diobol
00587,Korinth,-400,-300,Griechenland,Achaia,Korinth,11,0.77,Silver,struck,Diobol
00588,Korinth,-400,-300,Griechenland,Achaia,Korinth,9,0.64,Silver,struck,Trihemiobol
00589,Korinth,-400,-300,Griechenland,Achaia,Korinth,10,0.58,Silver,struck,Trihemiobol
00590,Korinth,-400,-300,Griechenland,Achaia,Korinth,8,0.43,Silver,struck,Obol (ANT)
00591,Korinth,-400,-300,Griechenland,Achaia,Korinth,8,0.39,Silver,struck,Obol (ANT)
00592,Korinth,-350,-200,Griechenland,Achaia,Korinth,17,5.89,Bronze,struck,
00593,Korinth,-350,-200,Griechenland,Achaia,Korinth,18,5.87,Bronze,struck,
00594,Korinth,-350,-200,Griechenland,Achaia,Korinth,13,2.05,Bronze,struck,
00595,Korinth,-350,-200,Griechenland,Achaia,Korinth,14,1.98,Bronze,struck,
00596,Hadrianus,76,138,Italien,Italia,Rom,20,7.20,Gold,struck,Aureus
00597,Hadrianus,76,138,Italien,Italia,Rom,16,3.66,Gold,struck,Quinar (Gold)
00598,Hadrianus,76,138,Italien,Italia,Rom,19,3.69,Silver,struck,Denar (ANT)
00599,Hadrianus,76,138,Italien,Italia,Rom,14,1.73,Silver,struck,Quinar
00600,Hadrianus,76,138,Italien,Italia,Rom,35,26.18,Bronze,struck,Sesterz
00601,Hadrianus,76,138,Italien,Italia,Rom,28,10.10,Bronze,struck,Dupondius
00602,Hadrianus,76,138,Italien,Italia,Rom,27,13.71,Bronze,struck,As
00603,Hadrianus,76,138,Italien,Italia,Rom,24,9.29,Bronze,struck,Semis?
00604,Hadrianus,76,138,Italien,Italia,Rom,18,3.65,Bronze,struck,Quadrans
00605,Otho,32,69,Italien,Italia,Rom,19,7.43,Gold,struck,Aureus
00606,Vespasianus,9,79,Italien,Italia,Rom,35,26.38,Bronze,struck,Sesterz
00607,Titus,39,81,Italien,Italia,Rom,19,7.33,Gold,struck,Aureus
00608,Domitianus,51,96,Italien,Italia,Rom,20,7.78,Gold,struck,Aureus
00609,Traianus,53,117,Italien,Italia,Rom,19,7.23,Gold,struck,Aureus
00610,Traianus,53,117,Italien,Italia,Rom,19,7.15,Gold,struck,Aureus
00611,Sabina,86,136,Italien,Italia,Rom,20,7.39,Gold,struck,Aureus
00612,Hadrianus,76,138,Italien,Italia,Rom,34,23.39,Bronze,struck,Sesterz
00613,Hadrianus,76,138,Italien,Italia,Rom,34,28.31,Bronze,struck,Sesterz
